hostname_nn,letter_nn,Event,ProposalCategory,ProposalID,Cycle,Observation,Status,ObservingMode,GratingGrism,Subarray,ReadoutPattern,Groups,StartTime,EndTime,Hours,LastName,ProprietaryPeriod,EquatorialCoordinates,sy_kmag,sy_dist,st_teff,st_mass,st_rad,st_logg,pl_orbper,pl_orbsmax,pl_orbincl,pl_massj,pl_radj,pl_g_SI,pl_dens_cgs,pl_Teq_K,pl_trandep,pl_trandur,pl_TSM_K,pl_ESM_3um,PlanWindow,st_met,spectrum,published,nasa_pl_name,pl_name,default_flag,hostname,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_dens,pl_denserr1,pl_denserr2,pl_eqt,pl_letter,pl_orbper_y,pl_orbsmax_y,pl_rade,pl_radeerr1,pl_radeerr2,pl_trandur_y,rowupdate,st_rad_y,st_teff_y,sy_dist_y,sy_jmag,sy_kmag_y
LTT 3780,c,Transit,GO,3557,2,6,Executed,LRS,X,SLITLESSPRISM,FASTR1,13,45635.57,45635.79,5.24,Madhusudhan,12,10 18 34.7652 -11 43 4.21,8.204,21.98,3344.5,0.381,0.377,4.873,12.252202,0.076,89.13,0.024,0.208,15.54,4,358.8,0.3,1.5,99.86,0,X,0.09,,,LTT 3780 c,LTT 3780 c,1,LTT 3780,8.04,0.5,-0.48,3.24,0.55,-0.43,359,c,12.252284,0.0757,2.39,0.1,-0.11,1.54,26/3/2024,0.38,3358,21.9814,9.007,8.204001
TRAPPIST-1,b+e,Transit,GO,6456,3,15,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45636.63,45637.06,11.37,Allen,12,23 06 30.3652 -05 02 36.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,,TRAPPIST-1 b,TRAPPIST-1 b,1,TRAPPIST-1,1.374,0.069,-0.069,5.441939,0.264654,-0.275681,802.86,b,1.510826,0.01154,1.116,0.014,-0.012,0.601,14/11/2022,0.1192,2566,,11.354,10.296
K2-18,b,Transit,GO,2372,1,4,Executed,BOTS,G395H,SUB2048,NRSRAPID,16,45638.44,45638.87,11.34,Hu,12,11 30 14.4338 +07 35 16.19,8.899,38.03,3457,0.413,0.411,4.786,32.9398375,0.146,89.58,0.027,0.203,18.6,4.89,279.6,0.3,2.7,38.9,0,X,0.12,,,K2-18 b,K2-18 b,1,K2-18,8.92,1.7,-1.6,4.11,1.72,-1.18,284,b,32.939623,0.1429,2.37,0.22,-0.22,2.3059589,18/3/2019,0.411,3457,38.0266,9.763,8.899
TOI-3884,b,Transit,GO,5863,3,1,Executed,SOSS,X,SUBSTRIP256,NISRAPID,10,45642.15,45642.4,6.19,Murray,12,12 06 17.2338 +12 30 25.31,10.24,43.14,3192,0.29,0.302,4.921,4.5445697,0.036,89.96,0.077,0.535,7.64,0.76,447.4,3.1,1.6,363.45,0.23,X,0.14,,,TOI-3884 b,TOI-3884 b,1,TOI-3884,32.59,7.31,-7.38,0.67,0.18,-0.16,441,b,4.5445828,0.0361,6.43,0.2,-0.2,1.6,30/8/2024,0.302,3180,43.1448,11.127,10.24
TOI-3884,b,Transit,GO,5863,3,2,Executed,BOTS,G395M,SUB2048,NRSRAPID,23,45646.7,45646.93,5.75,Murray,12,12 06 17.2338 +12 30 25.31,10.24,43.14,3192,0.29,0.302,4.921,4.5445697,0.036,89.96,0.077,0.535,7.64,0.76,447.4,3.1,1.6,363.45,0.23,X,0.14,,,TOI-3884 b,TOI-3884 b,1,TOI-3884,32.59,7.31,-7.38,0.67,0.18,-0.16,441,b,4.5445828,0.0361,6.43,0.2,-0.2,1.6,30/8/2024,0.302,3180,43.1448,11.127,10.24
TOI-199,b,Transit,GO,5177,3,1,Executed,BOTS,G395M,SUB2048,NRSRAPID,7,45649.22,45650.13,24.98,Hu,12,05 20 25.3152 -59 53 44.46,8.814,102.27,5302.5,0.936,0.85,4.553,104.8634818,0.425,90,0.17,0.861,6.5,0.4,361.4,1.2,6.6,135.14,0.01,X,0.22,,,TOI-199 b,TOI-199 b,1,TOI-199,54.03082919,6.35656814,-6.35656814,,,,358,b,104.854,0.4254,9.07927437,0.0560449,-0.0560449,6.554,9/10/2023,0.82,5255,102.27,9.329001,8.814
TOI-3884,b,Transit,GO,5863,3,3,Executed,SOSS,X,SUBSTRIP256,NISRAPID,10,45651.28,45651.52,6.19,Murray,12,12 06 17.2338 +12 30 25.31,10.24,43.14,3192,0.29,0.302,4.921,4.5445697,0.036,89.96,0.077,0.535,7.64,0.76,447.4,3.1,1.6,363.45,0.23,X,0.14,,,TOI-3884 b,TOI-3884 b,1,TOI-3884,32.59,7.31,-7.38,0.67,0.18,-0.16,441,b,4.5445828,0.0361,6.43,0.2,-0.2,1.6,30/8/2024,0.302,3180,43.1448,11.127,10.24
TOI-1231,b,Transit,GO,3557,2,3,Executed,LRS,X,SLITLESSPRISM,FASTR1,12,45654.55,45654.86,8.59,Madhusudhan,12,10 26 59.3375 -52 28 4.16,8.069,27.62,3544,0.485,0.471,4.808,24.2455413,0.129,89.73,0.048,0.336,12.18,1.94,326.7,0.6,3.3,130.1,0,X,0.04,,,TOI-1231 b,TOI-1231 b,1,TOI-1231,15.4,3.3,-3.3,1.74,0.47,-0.42,329.6,b,24.245586,0.1288,3.65,0.16,-0.15,3.24,9/11/2021,0.476,3553,27.6227,8.876,8.069
TOI-3884,b,Transit,GO,5863,3,4,Executed,BOTS,G395M,SUB2048,NRSRAPID,23,45655.84,45656.05,5.75,Murray,12,12 06 17.2338 +12 30 25.31,10.24,43.14,3192,0.29,0.302,4.921,4.5445697,0.036,89.96,0.077,0.535,7.64,0.76,447.4,3.1,1.6,363.45,0.23,X,0.14,,,TOI-3884 b,TOI-3884 b,1,TOI-3884,32.59,7.31,-7.38,0.67,0.18,-0.16,441,b,4.5445828,0.0361,6.43,0.2,-0.2,1.6,30/8/2024,0.302,3180,43.1448,11.127,10.24
WASP-76,b,PhaseC,GO,5268,3,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,8,45660,45662.15,59.43,Wardenier,12,01 46 31.9100 +02 42 1.38,8.243,194.46,6264.1,1.46,1.737,4.128,1.8098813,0.033,88.25,0.91,1.85,7.54,0.22,2191.5,1.2,3.8,472.58,183.84,X,0.23,,,WASP-76 b,WASP-76 b,1,WASP-76,284.1385959,4.4495977,-4.13176929,0.17,0.02,-0.02,2228,b,1.80988198,0.033,20.78145022,0.86309151,-0.85188253,3.8,12/7/2024,1.756,6329,194.459,8.541,8.243
K2-18,b,Transit,GO,2372,1,2,Executed,BOTS,G235H,SUB2048,NRSRAPID,9,45671.38,45671.81,11.34,Hu,12,11 30 14.4338 +07 35 16.19,8.899,38.03,3457,0.413,0.411,4.786,32.9398375,0.146,89.58,0.027,0.203,18.6,4.89,279.6,0.3,2.7,38.9,0,X,0.12,,,K2-18 b,K2-18 b,1,K2-18,8.92,1.7,-1.6,4.11,1.72,-1.18,284,b,32.939623,0.1429,2.37,0.22,-0.22,2.3059589,18/3/2019,0.411,3457,38.0266,9.763,8.899
TOI-1685,b,Transit,GO,4098,2,3,Executed,SOSS,X,SUBSTRIP256,NISRAPID,5,45672.5,45672.69,4.45,Benneke,0,04 34 22.5504 +43 02 13.30,8.758,37.62,3457,0.478,0.462,4.814,0.6691406,0.011,85.59,0.00953,0.131,12.64,5.3,1058.5,0.1,1,136.19,3.75,X,0,,,TOI-1685 b,TOI-1685 b,1,TOI-1685,3.03,0.33,-0.32,5.3,0.8,-0.8,1062,b,0.66913924,0.01138,1.468,0.05,-0.051,0.918,7/8/2024,0.4555,3575,37.6153,9.616,8.758
TOI-1685,b,Transit,GO,4098,2,4,Executed,SOSS,X,SUBSTRIP256,NISRAPID,5,45673.17,45673.36,4.45,Benneke,0,04 34 22.5504 +43 02 13.30,8.758,37.62,3457,0.478,0.462,4.814,0.6691406,0.011,85.59,0.00953,0.131,12.64,5.3,1058.5,0.1,1,136.19,3.75,X,0,,,TOI-1685 b,TOI-1685 b,1,TOI-1685,3.03,0.33,-0.32,5.3,0.8,-0.8,1062,b,0.66913924,0.01138,1.468,0.05,-0.051,0.918,7/8/2024,0.4555,3575,37.6153,9.616,8.758
TOI-1231,b,Transit,GO,3557,2,1,Executed,SOSS,X,SUBSTRIP256,NISRAPID,2,45678.79,45679.1,7.66,Madhusudhan,12,10 26 59.3375 -52 28 4.16,8.069,27.62,3544,0.485,0.471,4.808,24.2455413,0.129,89.73,0.048,0.336,12.18,1.94,326.7,0.6,3.3,130.1,0,X,0.04,,,TOI-1231 b,TOI-1231 b,1,TOI-1231,15.4,3.3,-3.3,1.74,0.47,-0.42,329.6,b,24.245586,0.1288,3.65,0.16,-0.15,3.24,9/11/2021,0.476,3553,27.6227,8.876,8.069
LP 791-18,d,Eclipse,GO,6457,3,4,Executed,F1500W,X,SUB256,FASTR1,130,45685.05,45685.24,4.62,Benneke,12,11 02 45.9546 -16 24 22.29,10.644,26.49,2960,0.139,0.182,5.115,2.753436,0.02,89.34,0.003,0.092,9.47,5.5,431.4,0,0.9,18.37,0.01,X,-0.09,,,LP 791-18 d,LP 791-18 d,1,LP 791-18,0.9,0.5,-0.4,,,,395.5,d,2.753436,0.01992,1.032,0.044,-0.043,0.9152,14/5/2023,0.182,2960,26.4927,11.559,10.644
WASP-63,b,Transit,GO,5924,3,9,Executed,BOTS,G395H,SUB2048,NRSRAPID,33,45688.07,45688.62,14.34,Sing,0,06 17 20.7485 -38 19 23.75,9.393,290.68,5560,1.28,1.86,4.01,4.378082,0.056,87.8,0.37,1.382,5.49,0.21,1548.1,0.6,5.4,175.92,25.2,X,0.08,,,WASP-63 b,WASP-63 b,1,WASP-63,117.5971,28.6047,-28.6047,0.179,0.14,-0.07,1469.91,b,4.37808,0.05417,15.80469,1.56926,-1.56926,5.3900978,25/4/2018,1.86,5550,290.684,9.818,9.393
TOI-431,b,Eclipse,GO,4818,3,19,Executed,LRS,X,SLITLESSPRISM,FASTR1,8,45689.37,45689.58,5.4,Weiner Mansfield,12,05 33 4.6005 -26 43 28.27,6.723,32.57,4850,0.78,0.731,4.6,0.490052,0.011,84.3,0.01,0.123,18.14,7.9,1881,0,1,21.04,9.33,X,0.2,,,TOI-431 b,TOI-431 b,1,TOI-431,3.07,0.35,-0.35,8,1,-1,1862,b,0.490047,0.0113,1.28,0.04,-0.04,1.0123328,16/8/2021,0.731,4850,32.5686,7.305,6.723
KELT-7,b,Transit,GO,5924,3,7,Executed,SOSS,X,SUBSTRIP96,NISRAPID,3,45703.91,45704.29,9.84,Sing,0,05 13 10.9289 +33 19 5.40,7.543,136.68,6768,1.535,1.751,4.149,2.7347656,0.044,83.76,1.335,1.588,15,0.51,2055.3,0.8,3.4,259.99,141.96,X,0.14,,,KELT-7 b,KELT-7 b,1,KELT-7,441.7837,69.9226,-69.9226,0.442,0.073,-0.068,1808,b,2.73477,0.04415,17.9344,0.67254,-0.67254,3.205,25/4/2018,1.81,6768,136.681,7.739,7.543
TOI-1416,b,Eclipse,GO,4818,3,5,Executed,LRS,X,SLITLESSPRISM,FASTR1,18,45705.77,45705.97,5.89,Weiner Mansfield,12,14 27 41.7656 +41 57 12.32,7.708,55.01,4915,0.798,0.796,4.529,1.0697594,0.019,85.7,0.011,0.144,15.04,5.6,1534.5,0,1.4,85.91,3.79,X,0.08,,,TOI-1416 b,TOI-1416 b,1,TOI-1416,3.48,0.47,-0.47,4.5,0.99,-0.83,1517,b,1.0697568,0.019,1.62,0.08,-0.08,1.5,12/6/2023,0.793,4884,55.0135,8.266,7.708
TOI-500,b,Eclipse,GO,4818,3,7,Executed,LRS,X,SLITLESSPRISM,FASTR1,18,45706.29,45706.51,5.3,Weiner Mansfield,12,07 06 13.9753 -47 35 13.87,7.715,47.39,4590,0.81,0.75,4.618,0.5481579,0.012,82.09,0.004,0.104,11.7,6.02,1725.2,0,1,15.24,3.49,X,0.12,,,TOI-500 b,TOI-500 b,1,TOI-500,1.42,0.18,-0.18,4.89,1.03,-0.88,1617,b,0.548177,0.01189,1.166,0.061,-0.058,0.998,9/5/2022,0.678,4440,47.3924,8.403,7.715
TOI-1807,b,Eclipse,GO,4818,3,15,Executed,LRS,X,SLITLESSPRISM,FASTR1,15,45710.37,45710.58,5.32,Weiner Mansfield,12,13 25 7.9957 +38 55 20.94,7.568,42.58,4743.5,0.76,0.715,4.58,0.5493715,0.012,79.85,0.008,0.128,13.66,5.72,1765.6,0,1,19.34,6.28,X,-0.03,,,TOI-1807 b,TOI-1807 b,1,TOI-1807,2.44,0.6,-0.57,3.98,1.18,-1.53,1694.1,b,0.54937097,0.0122,1.49681583,0.08089145,-0.06779467,0.9772115,23/7/2024,0.746,4914,42.5775,8.103,7.568
TOI-1442,b,Eclipse,GO,4818,3,9,Executed,LRS,X,SLITLESSPRISM,FASTR1,108,45711.19,45711.36,4.91,Weiner Mansfield,12,19 09 9.7936 +74 10 20.22,10.089,41.17,3329,0.29,0.309,4.918,0.4090679,0.007,-1,-1,0.105,-1,-1,1059.7,0.1,0.6,-1,2.34,X,-999,,,TOI-1442 b,TOI-1442 b,1,TOI-1442,,,,,,,1072,b,0.4090677,0.0071,1.17,0.06,-0.06,0.6165726,15/2/2022,0.31,3330,41.1659,10.925,10.089
V1298 Tau,d,Transit,GO,5959,3,16,Executed,BOTS,G395H,SUB2048,NRSRAPID,4,45712.07,45712.6,13.77,Feinstein,0,04 05 19.5971 +20 09 25.31,8.094,108.2,5050,1.101,1.33,-1,12.4032,0.109,88.67,0.31,0.572,26.86,2.51,849.5,0,5.6,29.06,1.66,X,0.1,,,V1298 Tau d,V1298 Tau d,1,V1298 Tau,98.52680617,,,2.4,,,845,d,12.4032,0.1083,6.41,0.45,-0.4,5.59,18/10/2019,1.345,5050,108.199,8.687,8.094
L 98-59,c,Transit,GTO,1201,1,302,Executed,SOSS,X,SUBSTRIP96,NISRAPID,4,45718.01,45718.23,5.44,Lafreniere,12,08 18 7.8865 -68 18 52.08,7.101,10.62,3412,0.312,0.312,4.94,3.6906745,0.031,88.5,0.007,0.12,13.83,6.15,519.5,0.2,1.3,34.45,0.16,X,-0.5,,,L 98-59 c,L 98-59 c,1,L 98-59,2,0.13,-0.13,4.7,0.5,-0.4,526,c,3.6906764,0.0309,1.329,0.029,-0.029,1.28,29/7/2025,0.3155,3415,10.6194,7.933,7.101
GJ 3470,b,Transit,GTO,4536,3,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,9,45723.07,45723.36,7.06,Greene,12,07 59 5.6341 +15 23 28.32,7.989,29.42,3600,0.524,0.5,4.738,3.3366496,0.036,88.88,0.044,0.37,9.05,1.31,651.3,0.6,1.9,353.73,1.9,X,0.2,clear,no,GJ 3470 b,GJ 3470 b,1,GJ 3470,13.9,1.5,-1.5,0.8,0.13,-0.13,593.5,b,3.3366496,0.0355,4.57,0.18,-0.18,1.8580034,28/1/2019,0.547,3600,29.4214,8.794,7.989
WASP-19,b,Transit,GO,5924,3,12,Executed,BOTS,PRISM,SUB512,NRSRAPID,4,45738.43,45738.67,5.93,Sing,0,09 53 40.0766 -45 39 33.06,10.481,268.32,5503,0.965,1.004,4.401,0.7888391,0.017,79.24,1.147,1.394,16.74,0.64,2069.6,2.1,1.6,161.73,117.77,X,0.15,,,WASP-19 b,WASP-19 b,1,WASP-19,366.7739817,24.79061575,-25.42627256,0.506,0.031,-0.03,2113,b,0.78883852,0.01652,15.86070769,0.49319515,-0.53803107,1.607,31/1/2022,1.006,5616,268.325,10.911,10.481
TOI-700,d,Transit,GO,6193,3,1,Executed,SOSS,X,SUBSTRIP256,NISRAPID,4,45744.27,45744.71,11.65,Pass,12,06 28 22.9720 -65 34 43.01,8.634,31.13,3470.5,0.415,0.42,4.806,37.424355,0.163,89.79,-1,0.104,-1,-1,268.5,0.1,3.3,-1,0,X,-0.07,,,TOI-700 d,TOI-700 d,1,TOI-700,,,,,,,247.18,d,37.42396,0.1633,1.073,0.059,-0.054,3.314,18/1/2023,0.421,3459,31.1265,9.469,8.634
HAT-P-30,b,Transit,GO,5924,3,6,Executed,SOSS,X,SUBSTRIP256,NISRAPID,4,45746.99,45747.29,7.47,Sing,0,08 15 47.9802 +05 50 12.35,9.151,213.98,6304,1.242,1.215,4.36,2.810601,0.042,83.6,0.733,1.427,10.2,0.38,1636.9,1.1,2.2,270.81,69.01,X,0.13,,,HAT-P-30 b,HAT-P-30 b,1,HAT-P-30,263.7989,57.2094,-57.2094,0.385,0.062,-0.053,1578.69,b,2.8106,0.0419,16.14096,1.68135,-1.68135,2.2499254,25/4/2018,1.31,6304,213.985,9.442,9.151
TOI-1130,c,Transit,GO,3385,2,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,8,45751.63,45751.94,7.8,Huang,12,19 05 30.2409 -41 26 15.50,8.351,58.26,4250,0.684,0.691,4.6,8.3502104,0.072,87.52,0.999,1.188,20.06,0.9,635.3,1.7,1.9,198.94,5.48,X,0.2,,,TOI-1130 c,TOI-1130 c,1,TOI-1130,336,2,-5,0.827042,0.055136,-0.110272,650,c,8.3501898,0.0731,13,0.4,-0.4,1.836,30/8/2024,0.697,4360,58.2609,9.055,8.351
TOI-700,e,Transit,GO,6193,3,2,Executed,SOSS,X,SUBSTRIP256,NISRAPID,4,45753.71,45754.11,10.81,Pass,12,06 28 22.9720 -65 34 43.01,8.634,31.13,3470.5,0.415,0.42,4.624,27.8097349,0.134,89.6,-1,0.085,-1,-1,296.4,0,2.9,-1,0,X,-0.07,,,TOI-700 e,TOI-700 e,1,TOI-700,,,,,,,272.9,e,27.80978,0.134,0.953,0.089,-0.075,2.777,18/1/2023,0.421,3459,31.1265,9.469,8.634
HD 80606,b,PhaseC,GO,2008,1,1,Executed,LRS,X,SLITLESSPRISM,FASTR1,14,45757.67,45758.63,26.04,Kataria,12,09 22 37.6680 +50 36 13.60,7.316,66.47,5569.4,1.018,1.038,4.408,111.43639,0.456,89.26,4.115,1.003,115.94,6.18,405.1,1.1,11.9,13.21,0.04,X,0.34,,,HD 80606 b,HD 80606 b,1,HD 80606,1392.0954,235.1942,-235.1942,5.06,0.38,-0.35,405,b,111.4367,0.4602,11.99363,0.33627,-0.33627,11.9,25/4/2018,1.04,5561,66.4711,7.702,7.316
TOI-561,b,Eclipse,GO,4818,3,11,Executed,LRS,X,SLITLESSPRISM,FASTR1,32,45761.36,45761.59,5.65,Weiner Mansfield,12,09 52 44.5492 +06 12 58.92,8.394,85.8,5357,0.805,0.843,4.5,0.4465697,0.011,87.1,0.007,0.127,11.75,4.95,2303.6,0,1.3,14.33,4.85,X,-0.4,,,TOI-561 b,TOI-561 b,1,TOI-561,2.02,0.23,-0.23,4.1,0.5,-0.5,2319,b,0.4465697,0.01064,1.397,0.027,-0.027,1.308,24/2/2025,0.843,5342,85.799,8.879,8.394
HAT-P-18,b,Transit,GO,5844,3,1,Executed,BOTS,G395M,SUB2048,NRSRAPID,27,45777.17,45777.46,7.28,Radica,12,17 05 23.1475 +33 00 44.94,10.234,161.4,4803,0.77,0.749,4.579,5.5080287,0.056,88.79,0.196,0.976,5.85,0.32,847.8,2.2,2.7,267.61,6.09,X,0.1,,,HAT-P-18 b,HAT-P-18 b,1,HAT-P-18,62.61,4.132,-4.132,0.25,0.04,-0.04,852,b,5.508023,0.0559,11.153,0.583,-0.583,2.7144,14/5/2014,0.749,4803,161.4,10.822,10.234
WASP-69,b,Transit,GO,5924,3,2,Executed,SOSS,X,SUBSTRIP96,NISRAPID,3,45781.93,45782.21,7.03,Sing,0,21 00 6.1968 -05 05 40.03,7.459,49.96,4715,0.826,0.813,4.535,3.8681389,0.045,86.71,0.26,1.057,6.6,0.33,963.7,1.8,2.2,889.27,41.77,X,0.14,,,WASP-69 b,WASP-69 b,1,WASP-69,82.58,5.37,-5.37,0.262,0.047,-0.039,971,b,3.86813881,0.0453,11.21,0.22,-0.22,2.1869,28/8/2025,0.801,4792,49.9605,8.032,7.459
TOI-1899,b,Transit,GO,4227,2,11,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45787.72,45788.18,12.6,Claringbold,12,19 57 42.3954 +40 08 35.75,10.509,128.44,3854,0.63,0.607,4.669,29.0902271,0.156,89.7,0.665,1.087,15.96,0.79,367.1,3.8,4.7,63.4,0.02,X,0.3,,,TOI-1899 b,TOI-1899 b,1,TOI-1899,212.9450327,12.71313628,-12.71313628,0.85,0.1,-0.1,378,b,29.090312,0.1525,11.09689089,0.33626942,-0.33626942,4.7,15/4/2024,0.607,3926,128.438,11.342,10.509
LP 791-18,d,Eclipse,GO,6457,3,2,Executed,F1500W,X,SUB256,FASTR1,130,45797.94,45798.13,4.62,Benneke,12,11 02 45.9546 -16 24 22.29,10.644,26.49,2960,0.139,0.182,5.115,2.753436,0.02,89.34,0.003,0.092,9.47,5.5,431.4,0,0.9,18.37,0.01,X,-0.09,,,LP 791-18 d,LP 791-18 d,1,LP 791-18,0.9,0.5,-0.4,,,,395.5,d,2.753436,0.01992,1.032,0.044,-0.043,0.9152,14/5/2023,0.182,2960,26.4927,11.559,10.644
TOI-3884,b,Transit,GO,5799,3,3,Executed,BOTS,G395H,SUB2048,NRSRAPID,70,45801.2,45801.48,7.23,Garcia,12,12 06 17.4371 +12 30 24.88,10.24,43.14,3192,0.29,0.302,4.921,4.5445697,0.036,89.96,0.077,0.535,7.64,0.76,447.4,3.1,1.6,363.45,0.23,X,0.14,,,TOI-3884 b,TOI-3884 b,1,TOI-3884,32.59,7.31,-7.38,0.67,0.18,-0.16,441,b,4.5445828,0.0361,6.43,0.2,-0.2,1.6,30/8/2024,0.302,3180,43.1448,11.127,10.24
K2-18,b,Transit,GO,2372,1,5,Executed,BOTS,G395H,SUB2048,NRSRAPID,16,45803.14,45803.57,11.34,Hu,12,11 30 14.4338 +07 35 16.19,8.899,38.03,3457,0.413,0.411,4.786,32.9398375,0.146,89.58,0.027,0.203,18.6,4.89,279.6,0.3,2.7,38.9,0,X,0.12,,,K2-18 b,K2-18 b,1,K2-18,8.92,1.7,-1.6,4.11,1.72,-1.18,284,b,32.939623,0.1429,2.37,0.22,-0.22,2.3059589,18/3/2019,0.411,3457,38.0266,9.763,8.899
GJ 486,b,Transit,GO,5866,3,2,Executed,SOSS,X,SUBSTRIP96,NISRAPID,3,45805.08,45805.3,5.22,MacDonald,12,12 47 55.5675 +09 44 57.91,6.362,8.07,3307,0.323,0.33,4.89,1.4671198,0.017,88.9,0.009,0.117,18.28,8.34,699.4,0.1,1,43,1.72,X,-0.15,,,GJ 486 b,GJ 486 b,1,GJ 486,2.77,0.076,-0.073,6.66,0.23,-0.29,696.3,b,1.46712127,0.01714,1.289,0.019,-0.014,1.0158,16/4/2025,0.3243,3317,8.07426,7.195,6.362
LP 791-18,d,Eclipse,GO,6457,3,1,Executed,F1500W,X,SUB256,FASTR1,130,45808.96,45809.15,4.62,Benneke,12,11 02 45.9546 -16 24 22.29,10.644,26.49,2960,0.139,0.182,5.115,2.753436,0.02,89.34,0.003,0.092,9.47,5.5,431.4,0,0.9,18.37,0.01,X,-0.09,,,LP 791-18 d,LP 791-18 d,1,LP 791-18,0.9,0.5,-0.4,,,,395.5,d,2.753436,0.01992,1.032,0.044,-0.043,0.9152,14/5/2023,0.182,2960,26.4927,11.559,10.644
GJ 486,b,Transit,GO,5866,3,1,Executed,SOSS,X,SUBSTRIP96,NISRAPID,3,45809.52,45809.7,5.22,MacDonald,12,12 47 55.5675 +09 44 57.91,6.362,8.07,3307,0.323,0.33,4.89,1.4671198,0.017,88.9,0.009,0.117,18.28,8.34,699.4,0.1,1,43,1.72,X,-0.15,,,GJ 486 b,GJ 486 b,1,GJ 486,2.77,0.076,-0.073,6.66,0.23,-0.29,696.3,b,1.46712127,0.01714,1.289,0.019,-0.014,1.0158,16/4/2025,0.3243,3317,8.07426,7.195,6.362
TOI-3884,b,Transit,GO,5799,3,1,Executed,SOSS,X,SUBSTRIP256,NISRAPID,10,45810.28,45810.57,7.3,Garcia,12,12 06 17.4371 +12 30 24.88,10.24,43.14,3192,0.29,0.302,4.921,4.5445697,0.036,89.96,0.077,0.535,7.64,0.76,447.4,3.1,1.6,363.45,0.23,X,0.14,,,TOI-3884 b,TOI-3884 b,1,TOI-3884,32.59,7.31,-7.38,0.67,0.18,-0.16,441,b,4.5445828,0.0361,6.43,0.2,-0.2,1.6,30/8/2024,0.302,3180,43.1448,11.127,10.24
GJ 486,b,Transit,GO,5866,3,3,Executed,SOSS,X,SUBSTRIP96,NISRAPID,3,45810.99,45811.17,5.22,MacDonald,12,12 47 55.5675 +09 44 57.91,6.362,8.07,3307,0.323,0.33,4.89,1.4671198,0.017,88.9,0.009,0.117,18.28,8.34,699.4,0.1,1,43,1.72,X,-0.15,,,GJ 486 b,GJ 486 b,1,GJ 486,2.77,0.076,-0.073,6.66,0.23,-0.29,696.3,b,1.46712127,0.01714,1.289,0.019,-0.014,1.0158,16/4/2025,0.3243,3317,8.07426,7.195,6.362
TRAPPIST-1,b+e,Transit,GO,6456,3,4,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45813.5,45813.83,8.47,Allen,12,23 06 30.3652 -05 02 36.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,,TRAPPIST-1 b,TRAPPIST-1 b,1,TRAPPIST-1,1.374,0.069,-0.069,5.441939,0.264654,-0.275681,802.86,b,1.510826,0.01154,1.116,0.014,-0.012,0.601,14/11/2022,0.1192,2566,,11.354,10.296
GJ 806,b,Eclipse,GO,4931,3,1,Executed,LRS,X,SLITLESSPRISM,FASTR1,5,45814.08,45814.29,4.99,Weiner Mansfield,12,20 45 4.0992 +44 29 56.65,6.533,12.04,3586.5,0.413,0.422,4.892,0.9263237,0.014,87.7,0.006,0.134,9.4,3.75,947.7,0.1,0.9,73.1,5.63,X,-0.28,,,GJ 806 b,GJ 806 b,1,GJ 806,1.9,0.17,-0.17,4.4,0.45,-0.45,940,b,0.9263237,0.01406,1.331,0.023,-0.023,0.93,28/11/2023,0.4144,3600,12.0445,7.329,6.533
TRAPPIST-1,b+e,Transit,GO,6456,3,5,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45819.6,45819.87,6.89,Allen,12,23 06 30.3652 -05 02 36.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,,TRAPPIST-1 b,TRAPPIST-1 b,1,TRAPPIST-1,1.374,0.069,-0.069,5.441939,0.264654,-0.275681,802.86,b,1.510826,0.01154,1.116,0.014,-0.012,0.601,14/11/2022,0.1192,2566,,11.354,10.296
LP 791-18,d,Eclipse,GO,6457,3,5,Executed,F1500W,X,SUB256,FASTR1,130,45819.97,45820.16,4.62,Benneke,12,11 02 45.9546 -16 24 22.29,10.644,26.49,2960,0.139,0.182,5.115,2.753436,0.02,89.34,0.003,0.092,9.47,5.5,431.4,0,0.9,18.37,0.01,X,-0.09,,,LP 791-18 d,LP 791-18 d,1,LP 791-18,0.9,0.5,-0.4,,,,395.5,d,2.753436,0.01992,1.032,0.044,-0.043,0.9152,14/5/2023,0.182,2960,26.4927,11.559,10.644
GJ 806,b,Eclipse,GO,4931,3,5,Executed,LRS,X,SLITLESSPRISM,FASTR1,5,45820.57,45820.77,4.99,Weiner Mansfield,12,20 45 4.0992 +44 29 56.65,6.533,12.04,3586.5,0.413,0.422,4.892,0.9263237,0.014,87.7,0.006,0.134,9.4,3.75,947.7,0.1,0.9,73.1,5.63,X,-0.28,,,GJ 806 b,GJ 806 b,1,GJ 806,1.9,0.17,-0.17,4.4,0.45,-0.45,940,b,0.9263237,0.01406,1.331,0.023,-0.023,0.93,28/11/2023,0.4144,3600,12.0445,7.329,6.533
