hostname_nn,letter_nn,Event,ProposalCategory,ProposalID,Cycle,Observation,Status,ObservingMode,GratingGrism,Subarray,ReadoutPattern,Groups,StartTime,EndTime,Hours,LastName,ProprietaryPeriod,EquatorialCoordinates,sy_kmag,sy_dist,st_teff,st_mass,st_rad,st_logg,pl_orbper,pl_orbsmax,pl_orbincl,pl_massj,pl_radj,pl_g_SI,pl_dens_cgs,pl_Teq_K,pl_trandep,pl_trandur,pl_TSM_K,pl_ESM_3um,PlanWindow,st_met,spectrum,published
TIC_231020638,X,Flares,GO,7068,4,2,Flight Ready,SOSS,X,SUBSTRIP256,NISRAPID,3,X,X,11.81,Doshi,12,01 50 56.9007 -58 44 3.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Sep 2, 2025 - Sep 10, 2025 (2025.245 - 2025.253)",-999,,
TIC_261560580,X,Flares,GO,7068,4,1,Flight Ready,SOSS,X,SUBSTRIP256,NISRAPID,8,X,X,12.37,Doshi,12,23 17 0.1185 -74 32 9.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Sep 2, 2025 - Sep 22, 2025 (2025.245 - 2025.265)",-999,,
TIC_80427281,X,Flares,GO,7068,4,3,Flight Ready,SOSS,X,SUBSTRIP256,NISRAPID,4,X,X,8.75,Doshi,12,00 42 10.9234 -42 52 54.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Aug 17, 2025 - Aug 23, 2025 (2025.229 - 2025.235)",-999,,
TIC_89502706,X,Flares,GO,7068,4,4,Flight Ready,SOSS,X,SUBSTRIP256,NISRAPID,4,X,X,7.3,Doshi,12,23 47 22.4705 -23 17 17.30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Oct 22, 2025 - Dec 14, 2025 (2025.295 - 2025.348)",-999,,
LTT 1445 A,c,Transit,GO,7073,4,13,Flight Ready,BOTS,G395H,SUB2048,NRSRAPID,3,X,X,4.45,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.257,0.271,-1,3.1238994,0.027,87.43,0.004,0.102,11.67,6.1,514.2,0.1,0.5,60.16,0.19,"Sep 14, 2025 - Sep 15, 2025 (2025.257 - 2025.258)",-0.34,,
LTT 1445 A,c,Transit,GO,7073,4,11,Implementation,SOSS,X,SUBSTRIP96,NISRAPID,3,X,X,5.22,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.257,0.271,-1,3.1238994,0.027,87.43,0.004,0.102,11.67,6.1,514.2,0.1,0.5,60.16,0.19,"Dec 15, 2026 - Dec 15, 2026 (2026.349 - 2026.349)",-0.34,,
LTT 1445 A,c,Transit,GO,7073,4,14,Implementation,BOTS,G395H,SUB2048,NRSRAPID,3,X,X,4.95,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.257,0.271,-1,3.1238994,0.027,87.43,0.004,0.102,11.67,6.1,514.2,0.1,0.5,60.16,0.19,"Sep 2, 2026 - Sep 3, 2026 (2026.245 - 2026.246)",-0.34,,
LTT 1445 A,c,Transit,GO,7073,4,12,Implementation,SOSS,X,SUBSTRIP96,NISRAPID,3,X,X,5.22,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.257,0.271,-1,3.1238994,0.027,87.43,0.004,0.102,11.67,6.1,514.2,0.1,0.5,60.16,0.19,"Dec 17, 2025 - Dec 17, 2025 (2025.351 - 2025.351)",-0.34,,
LTT 1445 A,b,Transit,GO,7073,4,1,Implementation,SOSS,X,SUBSTRIP96,NISRAPID,3,X,X,6.22,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,"Dec 18, 2025 - Dec 18, 2025 (2025.352 - 2025.352)",-0.34,,
LTT 1445 A,b,Transit,GO,7073,4,2,Implementation,SOSS,X,SUBSTRIP96,NISRAPID,3,X,X,6.22,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,"Dec 7, 2025 - Dec 7, 2025 (2025.341 - 2025.341)",-0.34,,
LTT 1445 A,b,Transit,GO,7251,4,5,Inactive,GTS,GRISMR+F322W2,SUB41S1_2-SPECTRA,DHS3,7,X,X,5.79,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,
LTT 1445 A,b,Transit,GO,7251,4,6,Inactive,GTS,GRISMR+F444W,SUB41S1_2-SPECTRA,DHS3,8,X,X,5.73,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,
LTT 1445 A,b,Transit,GO,7251,4,7,Inactive,GTS,GRISMR+F322W2,SUB41S1_2-SPECTRA,DHS3,7,X,X,5.79,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,
TOI-1420,b,Transit,GO,9101,4,8,Implementation,SOSS,X,SUBSTRIP256,NISRAPID,12,X,X,10.31,Radica,12,21 31 45.9171 +66 20 55.93,10.119,201.92,5448.5,0.987,0.932,4.482,6.9561098,0.071,88.58,0.079,1.07,1.96,0.1,951.6,1.5,3.4,670.55,7.22,"Dec 13, 2026 - Dec 13, 2026 (2026.347 - 2026.347)",0.28,,
TOI-1420,b,Transit,GO,9101,4,7,Implementation,BOTS,G235M,SUB2048,NRSRAPID,30,X,X,9.79,Radica,12,21 31 45.9171 +66 20 55.93,10.119,201.92,5448.5,0.987,0.932,4.482,6.9561098,0.071,88.58,0.079,1.07,1.96,0.1,951.6,1.5,3.4,670.55,7.22,"Dec 6, 2026 - Dec 7, 2026 (2026.340 - 2026.341)",0.28,,
TOI-1420,b,Transit,GO,9101,4,6,Implementation,LRS,X,SLITLESSPRISM,FASTR1,75,X,X,10.9,Radica,12,21 31 45.9171 +66 20 55.93,10.119,201.92,5448.5,0.987,0.932,4.482,6.9561098,0.071,88.58,0.079,1.07,1.96,0.1,951.6,1.5,3.4,670.55,7.22,"Sep 14, 2026 - Sep 14, 2026 (2026.257 - 2026.257)",0.28,,
LTT 1445 A,b,Transit,GO,7251,4,8,Inactive,GTS,GRISMR+F444W,SUB41S1_2-SPECTRA,DHS3,8,X,X,5.73,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,
LTT 1445 A,b,Transit,GO,7251,4,3,Inactive,GTS,GRISMR+F322W2,SUB41S1_2-SPECTRA,DHS3,7,X,X,5.79,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,
LTT 1445 A,b,Transit,GO,7251,4,4,Inactive,GTS,GRISMR+F444W,SUB41S1_2-SPECTRA,DHS3,8,X,X,5.73,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,
LTT 1445 A,b,Transit,GO,7251,4,2,Inactive,GTS,GRISMR+F444W,SUB41S1_2-SPECTRA,DHS3,8,X,X,5.73,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,
LTT 1445 A,b,Transit,GO,7073,4,3,Implementation,BOTS,G395H,SUB2048,NRSRAPID,3,X,X,5.95,Lustig-Yaeger,0,03 01 51.3937 -16 35 36.03,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,"Jan 13, 2026 - Jan 14, 2026 (2026.013 - 2026.014)",-0.34,,
LTT 1445 A,b,Transit,GO,7251,4,1,Inactive,GTS,GRISMR+F322W2,SUB41S1_2-SPECTRA,DHS3,7,X,X,5.79,Bennett,12,03 01 50.9819 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,Not a candidate for the long range plan,-0.34,,
TOI-1670,c,Transit,GO,7982,4,6,Implementation,BOTS,G395M,SUB2048,NRSRAPID,8,X,X,13.53,Claringbold,12,17 16 4.1608 +72 09 40.17,8.724,168.07,6330,1.214,1.31,4.29,40.7501028,0.249,88.84,0.604,0.97,18.2,1,700.1,0.6,5.4,46.23,0.88,"Oct 4, 2026 - Oct 4, 2026 (2026.277 - 2026.277)",0.05,,
KELT-20,b,Eclipse,GO,6978,4,1,Flight Ready,BOTS,G395H,SUB2048,NRSRAPID,5,X,X,16.8,Wardenier,12,19 38 38.7400 +31 13 9.12,7.415,136.43,8720,1.76,1.565,4.29,3.4741048,0.056,86.12,10.191,1.83,86.25,2.52,2230.8,1.4,3.4,75.06,215.55,"Sep 8, 2025 - Sep 8, 2025 (2025.251 - 2025.251)",-0.29,,
TOI-216,c,Transit,GO,7982,4,5,Implementation,BOTS,G395M,SUB2048,NRSRAPID,34,X,X,13.78,Claringbold,12,04 55 55.2549 -63 15 36.31,10.218,177.94,5026,0.874,0.82,4.66,34.516414,0.207,89.83,0.595,0.933,19.35,1.11,482.4,1.8,4.7,36.99,0.09,"Aug 12, 2026 - Aug 13, 2026 (2026.224 - 2026.225)",0.32,,
TOI-2260,b,PhaseC,GO,8864,4,2,Implementation,LRS,X,SLITLESSPRISM,FASTR1,25,X,X,27.35,Dang,12,16 30 40.1197 +49 02 47.49,8.684,101.25,5483,0.99,0.92,4.565,0.3524662,0.01,-1,-1,0.151,-1,-1,2574.9,0,0.6,-1,6.15,"Jun 5, 2026 - Jun 6, 2026 (2026.156 - 2026.157)",0.22,,
TOI-674,b,Transit,GO,9095,4,6,Implementation,LRS,X,SLITLESSPRISM,FASTR1,87,X,X,4.78,Piaulet Ghorayeb,12,10 58 20.9850 -36 51 29.14,9.469,46.09,3514,0.42,0.42,4.81,1.9771642,0.025,87.21,0.074,0.469,9.56,1.09,694.5,1.4,1.1,291.62,3.46,"Jun 29, 2026 - Jun 30, 2026 (2026.180 - 2026.181)",0.17,,
TOI-674,b,Transit,GO,9095,4,7,Implementation,LRS,X,SLITLESSPRISM,FASTR1,87,X,X,4.78,Piaulet Ghorayeb,12,10 58 20.9850 -36 51 29.14,9.469,46.09,3514,0.42,0.42,4.81,1.9771642,0.025,87.21,0.074,0.469,9.56,1.09,694.5,1.4,1.1,291.62,3.46,"Jan 7, 2026 - Jan 8, 2026 (2026.007 - 2026.008)",0.17,,
TOI-674,b,Eclipse,GO,9095,4,9,Implementation,BOTS,G395H,SUB2048,NRSRAPID,32,X,X,4.72,Piaulet Ghorayeb,12,10 58 20.9850 -36 51 29.14,9.469,46.09,3514,0.42,0.42,4.81,1.9771642,0.025,87.21,0.074,0.469,9.56,1.09,694.5,1.4,1.1,291.62,3.46,"Jun 7, 2026 - Jun 7, 2026 (2026.158 - 2026.158)",0.17,,
TOI-674,b,Eclipse,GO,9095,4,10,On Hold (Inactive),BOTS,G395H,SUB2048,NRSRAPID,32,X,X,4.72,Piaulet Ghorayeb,12,10 58 20.9850 -36 51 29.14,9.469,46.09,3514,0.42,0.42,4.81,1.9771642,0.025,87.21,0.074,0.469,9.56,1.09,694.5,1.4,1.1,291.62,3.46,"May 8, 2026 - May 8, 2026 (2026.128 - 2026.128)",0.17,,
TOI-674,b,Transit,GO,9095,4,2,Implementation,SOSS,X,SUBSTRIP256,NISRAPID,5,X,X,4.74,Piaulet Ghorayeb,12,10 58 20.9850 -36 51 29.14,9.469,46.09,3514,0.42,0.42,4.81,1.9771642,0.025,87.21,0.074,0.469,9.56,1.09,694.5,1.4,1.1,291.62,3.46,"May 15, 2026 - May 15, 2026 (2026.135 - 2026.135)",0.17,,
TOI-674,b,Transit,GO,9095,4,5,Implementation,LRS,X,SLITLESSPRISM,FASTR1,87,X,X,4.78,Piaulet Ghorayeb,12,10 58 20.9850 -36 51 29.14,9.469,46.09,3514,0.42,0.42,4.81,1.9771642,0.025,87.21,0.074,0.469,9.56,1.09,694.5,1.4,1.1,291.62,3.46,"Jun 8, 2026 - Jun 8, 2026 (2026.159 - 2026.159)",0.17,,
TOI-677,b,Transit,GO,9025,4,6,Implementation,BOTS,G395H,SUB2048,NRSRAPID,20,X,X,8.73,Gao,12,09 36 28.6865 -50 27 47.80,8.429,141.81,6295,1.181,1.28,4.291,11.2365992,0.104,86.7,1.236,1.17,25.59,1.17,1065.2,0.9,2.5,72.37,13.23,"May 16, 2026 - May 16, 2026 (2026.136 - 2026.136)",0,,
TOI-677,b,Transit,GO,9025,4,5,Implementation,BOTS,G395H,SUB2048,NRSRAPID,20,X,X,8.73,Gao,12,09 36 28.6865 -50 27 47.80,8.429,141.81,6295,1.181,1.28,4.291,11.2365992,0.104,86.7,1.236,1.17,25.59,1.17,1065.2,0.9,2.5,72.37,13.23,"Mar 20, 2026 - Mar 21, 2026 (2026.079 - 2026.080)",0,,
TOI-6894,b,Transit,GO,8696,4,1,Implementation,BOTS,PRISM,SUB512,NRSRAPID,10,X,X,6.79,Zhang,12,11 33 52.7495 +12 27 3.58,12.207,73.81,3070,0.207,0.225,5.033,3.3707011,0.026,89.58,0.168,0.846,6.65,0.42,435,16.7,1.5,467.71,0.34,"Jan 10, 2026 - Jan 11, 2026 (2026.010 - 2026.011)",0.14,,
LHS 1478,b,Eclipse,GO,7675,4,3,Implementation,LRS,X,SLITLESSPRISM,FASTR1,32,X,X,5.57,August,12,02 57 21.4288 +76 33 4.86,8.767,18.23,3397.5,0.236,0.253,4.921,1.9495391,0.018,87.45,0.007,0.118,15.04,6.85,606.3,0.2,0.8,25.46,0.35,"Nov 14, 2026 - Nov 14, 2026 (2026.318 - 2026.318)",-0.13,,
LHS 1478,b,Eclipse,GO,7675,4,4,Implementation,LRS,X,SLITLESSPRISM,FASTR1,32,X,X,5.57,August,12,02 57 21.4288 +76 33 4.86,8.767,18.23,3397.5,0.236,0.253,4.921,1.9495391,0.018,87.45,0.007,0.118,15.04,6.85,606.3,0.2,0.8,25.46,0.35,"Dec 6, 2026 - Dec 6, 2026 (2026.340 - 2026.340)",-0.13,,
LHS 1478,b,Eclipse,GO,7675,4,5,Implementation,LRS,X,SLITLESSPRISM,FASTR1,32,X,X,5.57,August,12,02 57 21.4288 +76 33 4.86,8.767,18.23,3397.5,0.236,0.253,4.921,1.9495391,0.018,87.45,0.007,0.118,15.04,6.85,606.3,0.2,0.8,25.46,0.35,"Dec 24, 2025 - Dec 25, 2025 (2025.358 - 2025.359)",-0.13,,
LHS 1478,b,Eclipse,GO,7675,4,6,Implementation,F1500W,X,SUB256,FASTR1,39,X,X,5.33,August,12,02 57 21.4288 +76 33 4.86,8.767,18.23,3397.5,0.236,0.253,4.921,1.9495391,0.018,87.45,0.007,0.118,15.04,6.85,606.3,0.2,0.8,25.46,0.35,"Jan 31, 2026 - Feb 1, 2026 (2026.031 - 2026.032)",-0.13,,
LHS 1478,b,Eclipse,GO,7675,4,1,Implementation,LRS,X,SLITLESSPRISM,FASTR1,32,X,X,5.57,August,12,02 57 21.4288 +76 33 4.86,8.767,18.23,3397.5,0.236,0.253,4.921,1.9495391,0.018,87.45,0.007,0.118,15.04,6.85,606.3,0.2,0.8,25.46,0.35,"Dec 9, 2026 - Dec 9, 2026 (2026.343 - 2026.343)",-0.13,,
LHS 1140,c,Transit,GO,7073,4,32,Flight Ready,BOTS,G395M,SUB2048,NRSRAPID,7,X,X,5.79,Lustig-Yaeger,0,00 44 59.3309 -15 16 17.54,8.821,14.99,3131,0.182,0.214,5.049,3.7779329,0.027,89.92,0.006,0.114,12.44,5.84,425,0.3,1.1,28.57,0.02,"Nov 21, 2026 - Nov 21, 2026 (2026.325 - 2026.325)",-0.24,,
LHS 1140,c,Transit,GO,7073,4,33,Flight Ready,BOTS,G395M,SUB2048,NRSRAPID,7,X,X,5.79,Lustig-Yaeger,0,00 44 59.3309 -15 16 17.54,8.821,14.99,3131,0.182,0.214,5.049,3.7779329,0.027,89.92,0.006,0.114,12.44,5.84,425,0.3,1.1,28.57,0.02,"Nov 12, 2025 - Nov 12, 2025 (2025.316 - 2025.316)",-0.24,,
LHS 1140,b,Transit,GO,7073,4,26,Flight Ready,BOTS,G395M,SUB2048,NRSRAPID,7,X,X,6.82,Lustig-Yaeger,0,00 44 59.3309 -15 16 17.54,8.821,14.99,3131,0.179,0.214,5.049,24.737165,0.094,89.89,0.0176,0.1543,24.48,5.9,227.5,0.5,2.1,69.87,0,"Jun 28, 2026 - Jun 28, 2026 (2026.179 - 2026.179)",-0.24,,
LHS 1140,b,Transit,GO,7073,4,23,Flight Ready,SOSS,X,SUBSTRIP256,NISRAPID,5,X,X,7.04,Lustig-Yaeger,0,00 44 59.3309 -15 16 17.54,8.821,14.99,3131,0.179,0.214,5.049,24.737165,0.094,89.89,0.0176,0.1543,24.48,5.9,227.5,0.5,2.1,69.87,0,"Nov 23, 2026 - Nov 23, 2026 (2026.327 - 2026.327)",-0.24,,
LHS 1140,b,Transit,GO,7073,4,22,Flight Ready,SOSS,X,SUBSTRIP256,NISRAPID,5,X,X,7.04,Lustig-Yaeger,0,00 44 59.3309 -15 16 17.54,8.821,14.99,3131,0.179,0.214,5.049,24.737165,0.094,89.89,0.0176,0.1543,24.48,5.9,227.5,0.5,2.1,69.87,0,"Jul 23, 2026 - Jul 23, 2026 (2026.204 - 2026.204)",-0.24,,
LHS 1140,b,Transit,GO,7073,4,25,Flight Ready,BOTS,G395M,SUB2048,NRSRAPID,7,X,X,6.82,Lustig-Yaeger,0,00 44 59.3309 -15 16 17.54,8.821,14.99,3131,0.179,0.214,5.049,24.737165,0.094,89.89,0.0176,0.1543,24.48,5.9,227.5,0.5,2.1,69.87,0,"Dec 12, 2025 - Dec 12, 2025 (2025.346 - 2025.346)",-0.24,,
Kepler-12,b,Transit,GO,7849,4,2,Flight Ready,LRS,X,SLITLESSPRISM,FASTR1,596,X,X,13.33,Moran,12,19 04 58.4221 +50 02 25.27,12.066,881.39,5953,1.106,1.483,4.175,4.437963,0.055,89.26,0.432,1.695,4.26,0.13,1491.9,1.7,4.7,123.2,14.07,"Oct 19, 2025 - Oct 19, 2025 (2025.292 - 2025.292)",0.07,,
Kepler-12,b,Transit,GO,7849,4,4,Flight Ready,LRS,X,SLITLESSPRISM,FASTR1,596,X,X,13.33,Moran,12,19 04 58.4221 +50 02 25.27,12.066,881.39,5953,1.106,1.483,4.175,4.437963,0.055,89.26,0.432,1.695,4.26,0.13,1491.9,1.7,4.7,123.2,14.07,"Oct 10, 2025 - Oct 11, 2025 (2025.283 - 2025.284)",0.07,,
KELT-9,b,PhaseC,GO,7255,4,1,Flight Ready,SOSS,X,SUBSTRIP96,NISRAPID,3,X,X,27.24,Stevenson,12,20 31 26.3534 +39 56 19.77,7.482,204.46,10170,2.52,2.362,4.093,1.4811187,0.035,86.79,2.66,1.815,22.9,0.68,4050.7,0.7,4,216.71,232.28,"Nov 5, 2026 - Nov 5, 2026 (2026.309 - 2026.309)",-0.03,,
TOI-674,b,Transit,GO,9095,4,4,Implementation,LRS,X,SLITLESSPRISM,FASTR1,87,X,X,4.78,Piaulet Ghorayeb,12,10 58 20.9850 -36 51 29.14,9.469,46.09,3514,0.42,0.42,4.81,1.9771642,0.025,87.21,0.074,0.469,9.56,1.09,694.5,1.4,1.1,291.62,3.46,"Jun 4, 2026 - Jun 4, 2026 (2026.155 - 2026.155)",0.17,,
TOI-216,c,Transit,GO,7982,4,2,Implementation,SOSS,X,SUBSTRIP256,NISRAPID,14,X,X,14.17,Claringbold,12,04 55 55.2549 -63 15 36.31,10.218,177.94,5026,0.874,0.82,4.66,34.516414,0.207,89.83,0.595,0.933,19.35,1.11,482.4,1.8,4.7,36.99,0.09,"Dec 29, 2026 - Dec 29, 2026 (2026.363 - 2026.363)",0.32,,
TOI-674,b,Transit,GO,9095,4,3,Implementation,BOTS,G395H,SUB2048,NRSRAPID,32,X,X,4.67,Piaulet Ghorayeb,12,10 58 20.9850 -36 51 29.14,9.469,46.09,3514,0.42,0.42,4.81,1.9771642,0.025,87.21,0.074,0.469,9.56,1.09,694.5,1.4,1.1,291.62,3.46,"May 17, 2026 - May 17, 2026 (2026.137 - 2026.137)",0.17,,
LHS 1478,b,Eclipse,GO,7675,4,2,Implementation,LRS,X,SLITLESSPRISM,FASTR1,32,X,X,5.57,August,12,02 57 21.4288 +76 33 4.86,8.767,18.23,3397.5,0.236,0.253,4.921,1.9495391,0.018,87.45,0.007,0.118,15.04,6.85,606.3,0.2,0.8,25.46,0.35,"Dec 23, 2025 - Dec 24, 2025 (2025.357 - 2025.358)",-0.13,,
TOI-2431,b,PhaseC,GO,8864,4,4,Implementation,LRS,X,SLITLESSPRISM,FASTR1,10,X,X,13.51,Dang,12,02 31 3.2802 +08 22 55.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Aug 5, 2026 - Aug 5, 2026 (2026.217 - 2026.217)",-999,,
LP 890-9,c,Transit,GO,7073,4,68,Flight Ready,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,5.58,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2850,0.118,0.156,5.126,8.457463,0.04,89.29,0.08,0.122,151.7,66.55,271.6,0.7,1,0.95,0,"Aug 10, 2026 - Aug 10, 2026 (2026.222 - 2026.222)",-0.03,,
LP 890-9,b,Transit,GO,7073,4,43,Flight Ready,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,5.45,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2868.5,0.118,0.156,5.143,2.7299037,0.019,89.67,0.042,0.119,82.9,37.22,398.4,0.7,0.8,2.49,0.01,"Sep 17, 2025 - Sep 17, 2025 (2025.260 - 2025.260)",-0.03,,
LP 890-9,b,Transit,GO,7073,4,46,Flight Ready,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,5.45,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2868.5,0.118,0.156,5.143,2.7299037,0.019,89.67,0.042,0.119,82.9,37.22,398.4,0.7,0.8,2.49,0.01,"Sep 11, 2025 - Sep 11, 2025 (2025.254 - 2025.254)",-0.03,,
LP 890-9,b,Transit,GO,7073,4,48,Flight Ready,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,5.45,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2868.5,0.118,0.156,5.143,2.7299037,0.019,89.67,0.042,0.119,82.9,37.22,398.4,0.7,0.8,2.49,0.01,"Sep 25, 2025 - Sep 25, 2025 (2025.268 - 2025.268)",-0.03,,
LP 890-9,b,Transit,GO,7073,4,41,Flight Ready,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,5.45,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2868.5,0.118,0.156,5.143,2.7299037,0.019,89.67,0.042,0.119,82.9,37.22,398.4,0.7,0.8,2.49,0.01,"Sep 14, 2025 - Sep 14, 2025 (2025.257 - 2025.257)",-0.03,,
LHS 3844,b,Eclipse,GO,7953,4,2,Flight Ready,LRS,X,SLITLESSPRISM,FASTR1,30,X,X,4.59,Paragas,12,22 41 59.1203 -69 10 19.95,9.145,14.88,3036,0.151,0.189,5.06,0.4629294,0.006,88.5,-1,0.119,-1,-1,807,0.4,0.5,-1,4.03,"Sep 29, 2025 - Sep 29, 2025 (2025.272 - 2025.272)",-999,,
LHS 3844,b,Eclipse,GO,7953,4,5,Flight Ready,LRS,X,SLITLESSPRISM,FASTR1,30,X,X,4.59,Paragas,12,22 41 59.1203 -69 10 19.95,9.145,14.88,3036,0.151,0.189,5.06,0.4629294,0.006,88.5,-1,0.119,-1,-1,807,0.4,0.5,-1,4.03,"Oct 1, 2025 - Oct 1, 2025 (2025.274 - 2025.274)",-999,,
TOI-431,b,PhaseC,GO,8864,4,3,Implementation,LRS,X,SLITLESSPRISM,FASTR1,5,X,X,21.98,Dang,12,05 33 4.6005 -26 43 28.27,6.723,32.57,4850,0.78,0.731,4.6,0.490052,0.011,84.3,0.01,0.123,18.14,7.9,1881,0,1,21.04,9.33,"Mar 7, 2026 - Mar 7, 2026 (2026.066 - 2026.066)",0.2,,
TOI-431,d,Transit,GO,8004,4,1,Flight Ready,BOTS,G395H,SUB2048,NRSRAPID,3,X,X,10.57,Batalha,12,05 33 4.6005 -26 43 28.27,6.723,32.57,4850,0.78,0.731,4.6,12.4610213,0.098,89.7,0.031,0.293,10.28,1.88,638.7,0.2,3.3,202.71,0.53,"Oct 5, 2026 - Oct 5, 2026 (2026.278 - 2026.278)",0.2,,
TOI-431,d,Transit,GO,8004,4,2,Flight Ready,BOTS,G395H,SUB2048,NRSRAPID,3,X,X,10.57,Batalha,12,05 33 4.6005 -26 43 28.27,6.723,32.57,4850,0.78,0.731,4.6,12.4610213,0.098,89.7,0.031,0.293,10.28,1.88,638.7,0.2,3.3,202.71,0.53,"Jan 29, 2026 - Jan 29, 2026 (2026.029 - 2026.029)",0.2,,
LHS 3844,b,Eclipse,GO,7953,4,4,Flight Ready,LRS,X,SLITLESSPRISM,FASTR1,30,X,X,4.59,Paragas,12,22 41 59.1203 -69 10 19.95,9.145,14.88,3036,0.151,0.189,5.06,0.4629294,0.006,88.5,-1,0.119,-1,-1,807,0.4,0.5,-1,4.03,"Sep 30, 2025 - Sep 30, 2025 (2025.273 - 2025.273)",-999,,
LHS 3844,b,Eclipse,GO,7953,4,7,Flight Ready,LRS,X,SLITLESSPRISM,FASTR1,30,X,X,4.59,Paragas,12,22 41 59.1203 -69 10 19.95,9.145,14.88,3036,0.151,0.189,5.06,0.4629294,0.006,88.5,-1,0.119,-1,-1,807,0.4,0.5,-1,4.03,"Oct 2, 2025 - Oct 2, 2025 (2025.275 - 2025.275)",-999,,
TOI-5205,b,Eclipse,GO,7683,4,1,Implementation,LRS,X,SLITLESSPRISM,FASTR1,252,X,X,11.2,Kanodia,12,20 55 4.9164 +24 21 38.71,11.006,86.45,3346,0.392,0.397,4.835,1.6307046,0.02,88.21,1.08,1.011,29.97,1.59,720.7,6.8,1.3,114.6,12.19,"Nov 18, 2026 - Nov 19, 2026 (2026.322 - 2026.323)",0,,
LHS 3844,b,Eclipse,GO,7953,4,8,Flight Ready,LRS,X,SLITLESSPRISM,FASTR1,30,X,X,4.59,Paragas,12,22 41 59.1203 -69 10 19.95,9.145,14.88,3036,0.151,0.189,5.06,0.4629294,0.006,88.5,-1,0.119,-1,-1,807,0.4,0.5,-1,4.03,"Oct 3, 2025 - Oct 3, 2025 (2025.276 - 2025.276)",-999,,
